text,label
"هل لديكم منتجات من هذا النوع ولكن بسعر مختلف؟",find_similar_products
"أريد أن أرى جميع أنواع الزيوت.",find_similar_products
"هل هناك أي منتجات تكميلية لهذا؟",find_similar_products
"ما هي أفضل المنتجات مبيعًا في هذه الفئة؟",find_similar_products
"هل لديكم هذا المنتج في عبوة مختلفة؟",find_similar_products
"أريد أن أرى المنتجات التي غالبًا ما يتم شراؤها مع هذا.",find_similar_products
"ما هي الخيارات الأخرى المتاحة؟",find_similar_products
"هل هناك أي منتجات أخرى من هذه الشركة المصنعة؟",find_similar_products
"أريد أن أرى منتجات ذات ميزات مماثلة.",find_similar_products
"هل هناك أي شيء أحدث في هذا الخط؟",find_similar_products
"أرني منتجات مماثلة ولكنها عضوية.",find_similar_products
"هل هناك خيارات أخرى في هذا النطاق السعري؟",find_similar_products
"أريد أن أرى جميع المنتجات التي تحتوي على هذا المكون.",find_similar_products
"هل هناك إصدار احترافي من هذا؟",find_similar_products
"أريد أن أرى جميع العناصر في مجموعة الهدايا هذه.",find_similar_products
"ما هي العناصر الأخرى التي يشتريها العملاء الذين اشتروا هذا؟",find_similar_products
"عايز حاجة زيه.",find_similar_products
"إيه اللي شبهه؟",find_similar_products
"وريني حاجات في نفس السكة.",find_similar_products
"عندكم حاجة تانية تعمل نفس الشغلانة؟",find_similar_products
"ممكن أشوف حاجات من نفس الكاتيجوري؟",find_similar_products
"إيه البدايل؟",find_similar_products
"عايز حاجة في نفس الرينج.",find_similar_products
"مفيش أنواع تانية؟",find_similar_products
"عايز أشوف كل الأنواع.",find_similar_products
"هل فيه منه أشكال تانية؟",find_similar_products
"إيه اللي ممكن أجيبه بداله؟",find_similar_products
"وريني كل المشروم اللي عندكم.",find_similar_products
"إيه المتاح من نفس النوع؟",find_similar_products
"هل فيه نفس الحاجة بس شكل تاني؟",find_similar_products
"عايز كل ما يخص المنظفات.",find_similar_products
"ممكن أشوف كل منتجات البراند ده؟",find_similar_products
"هل فيه منه أحجام مختلفة؟",find_similar_products
"إيه الخيارات التانية غير ده؟",find_similar_products
"عايز حاجة قريبة من ده.",find_similar_products
"وريني كل اللي عندكم من ده.",find_similar_products
"Show me other products like this one.",find_similar_products
"What else is similar to this?",find_similar_products
"I want to see things in the same style.",find_similar_products
"Are there other products with the same specifications?",find_similar_products
"Display all products in the same category.",find_similar_products
"What are the similar options?",find_similar_products
"I need something with the same use.",find_similar_products
"Can I see products from other brands?",find_similar_products
"I'm looking for something with a similar effect.",find_similar_products
"Are there other models of the same product?",find_similar_products
"I want to explore related products.",find_similar_products
"Show me the rest of the tea collection.",find_similar_products
"Is there something in the same size?",find_similar_products
"I want to see all types of cheese you have.",find_similar_products
"What are the competing products for this?",find_similar_products
"Is there something with the same active ingredient?",find_similar_products
"What could be a substitute for this?",find_similar_products
"Is there another product that performs the same function?",find_similar_products
"What other products are in this category?",find_similar_products
"Is there anything else of the same quality?",find_similar_products
"I want to see everything you have of this type.",find_similar_products
"Are there alternatives to this?",find_similar_products
"What else would you suggest?",find_similar_products
"I want more options like this.",find_similar_products
"Do you sell anything else that is similar?",find_similar_products
"Show me products from the same brand.",find_similar_products
"Are there any related products I should know about?",find_similar_products
"I want to see the full collection.",find_similar_products
"Do you have this in a different design?",find_similar_products
"Looking for something in the same style.",find_similar_products
"What are other popular items in this category?",find_similar_products
"Can you show me comparable products?",find_similar_products
"I'm looking for something with a similar function.",find_similar_products
"Do you have products of this type but at a different price point?",find_similar_products
"I want to see all types of oils.",find_similar_products
"Are there any complementary products to this?",find_similar_products
"What are the best-sellers in this category?",find_similar_products
"Do you have this product in different packaging?",find_similar_products
"I want to see products that are often bought with this.",find_similar_products
"What other options are available?",find_similar_products
"Are there any other products from this manufacturer?",find_similar_products
"I want to see products with similar features.",find_similar_products
"Is there anything newer in this line?",find_similar_products
"Show me similar products that are organic.",find_similar_products
"Are there other options in this price range?",find_similar_products
"I want to see all products containing this ingredient.",find_similar_products
"Is there a professional version of this?",find_similar_products
"I want to see all items in this gift set.",find_similar_products
"What other items do customers who bought this also buy?",find_similar_products
"إيه الفرق بين المنتج ده والتاني؟",compare_products
"أنا محتار بين دول، ممكن مقارنة؟",compare_products
"أنهي فيهم أحسن؟",compare_products
"قارنلي بين الماركتين دول.",compare_products
"إيه مميزات وعيوب كل واحد؟",compare_products
"هل فرق السعر يستاهل؟",compare_products
"من ناحية الجودة، أنهي يكسب؟",compare_products
"لو مكانك تختار أنهي؟",compare_products
"عايز مقارنة موضوعية بينهم.",compare_products
"هل فيه فرق كبير في الطعم",compare_products
"أنهي فيهم يستحمل الحرارة؟",compare_products
"قارنلي بين النسخة الجديدة والقديمة.",compare_products
"من ناحية المكونات، إيه الفرق؟",compare_products
"أنهي فيهم عمره الافتراضي أطول؟",compare_products
"هل ده يعتبر ترقية عن المنتج التاني؟",compare_products
"من ناحية الطعم، أنهي أحلى؟",compare_products
"أيهما أفضل من حيث القيمة مقابل السعر؟",compare_products
"أريد مقارنة بين هذا المنتج ومنتج آخر.",compare_products
"ما هي الفروق الرئيسية بين هذين الخيارين؟",compare_products
"هل يمكنك مساعدتي في الاختيار بينهما؟",compare_products
"أيهما أكثر متانة؟",compare_products
"ما هي الاختلافات في الميزات؟",compare_products
"أيهما أسهل في الصيانة؟",compare_products
"إذا كانت الميزانية ليست مشكلة، أيهما توصي به؟",compare_products
"أيهما حصل على تقييمات أفضل من العملاء؟",compare_products
"ما هي المقارنة جنبًا إلى جنب؟",compare_products
"أيهما أكثر كفاءة في استهلاك الطاقة؟",compare_products
"هل يمكنك مقارنة مواصفاتهما الفنية؟",compare_products
"أيهما أفضل للمبتدئين؟",compare_products
"ما هي إيجابيات وسلبيات كل منهما؟",compare_products
"أيهما أكثر شعبية؟",compare_products
"هل يمكنك مقارنة الضمان المقدم لكل منهما؟",compare_products
"أيهما أخف وزنًا؟",compare_products
"ما هي الاختلافات في التصميم؟",compare_products
"أيهما أفضل للاستخدام المكثف؟",compare_products
"أريد أن أعرف كيف يتفوق أحدهما على الآخر.",compare_products
"هل هناك أي اختلافات ملحوظة في الأداء؟",compare_products
"أيهما أكثر تنوعًا في الاستخدام؟",compare_products
"هل يمكنك مقارنة بصمتهما البيئية؟",compare_products
"أيهما يوفر تجربة مستخدم أفضل؟",compare_products
"أيهما أحدث طراز؟",compare_products
"هل يمكنك تسليط الضوء على الاختلافات الرئيسية؟",compare_products
"أيهما يتطلب استثمارًا أوليًا أكبر؟",compare_products
"ما هي تكاليف التشغيل طويلة الأجل لكل منهما؟",compare_products
"أيهما أفضل لظروف معينة؟",compare_products
"أريد مقارنة مفصلة.",compare_products
"أيهما الخيار الأكثر أمانًا؟",compare_products
"هل يمكنك مقارنة سمعة العلامتين التجاريتين؟",compare_products
"أيهما أكثر إحكاما؟",compare_products
"أيهما يقدم دعم عملاء أفضل؟",compare_products
"ده ولا ده؟",compare_products
"أنهي فيهم أحسن؟",compare_products
"محتار بين الاتنين دول.",compare_products
"قارنلي بين ده وده.",compare_products
"إيه الفرق؟",compare_products
"هل ده أحسن من ده؟",compare_products
"الجودة هنا زي هنا؟",compare_products
"تنصحني بأنهي واحد؟",compare_products
"هل فيه فرق جامد بينهم؟",compare_products
"أجيب ده ولا التاني؟",compare_products
"إيه مزايا ده عن ده؟",compare_products
"من ناحية السعر، أنهي أوفر؟",compare_products
"هل يستاهل أدفع الزيادة في ده؟",compare_products
"ممكن تقولي الفروق بسرعة؟",compare_products
"أنا مش عارف أختار.",compare_products
"من حيث الاستخدام، أنهي أسهل؟",compare_products
"ده الأصلي وده التقليد؟",compare_products
"هل المكونات مختلفة؟",compare_products
"أنهي فيهم يعيش أكتر؟",compare_products
"أنا عايز مقارنة.",compare_products
"What's the difference between this product and the other one?",compare_products
"I'm torn between these two, can you compare them?",compare_products
"Which one is better?",compare_products
"Compare these two brands for me.",compare_products
"What are the pros and cons of each?",compare_products
"Is the price difference worth it?",compare_products
"In terms of quality, which one wins?",compare_products
"If you were in my place, which one would you choose?",compare_products
"I need an objective comparison between them.",compare_products
"Is there a big difference in performance?",compare_products
"Which one is more practical?",compare_products
"Compare the new version with the old one.",compare_products
"In terms of ingredients, what's the difference?",compare_products
"Which one has a longer lifespan?",compare_products
"Is this considered an upgrade from the other product?",compare_products
"In terms of taste, which one is better?",compare_products
"Which is better value for money?",compare_products
"I want a comparison between this product and another one.",compare_products
"What are the main differences between these two options?",compare_products
"Can you help me choose between them?",compare_products
"Which one is more durable?",compare_products
"What are the differences in features?",compare_products
"Which one is easier to maintain?",compare_products
"If budget is not an issue, which one do you recommend?",compare_products
"Which one has better customer reviews?",compare_products
"What's the side-by-side comparison?",compare_products
"Which one is more energy-efficient?",compare_products
"Can you compare their technical specifications?",compare_products
"Which one is better for a beginner?",compare_products
"What are the pros and cons of each?",compare_products
"Which one is more popular?",compare_products
"Can you compare the warranty offered for each?",compare_products
"Which one is lighter?",compare_products
"What are the design differences?",compare_products
"Which one is better for heavy-duty use?",compare_products
"I want to know how one stacks up against the other.",compare_products
"Are there any noticeable performance differences?",compare_products
"Which one is more versatile?",compare_products
"Can you compare their environmental footprint?",compare_products
"Which one offers a better user experience?",compare_products
"Which one is the newer model?",compare_products
"Can you highlight the key differences?",compare_products
"Which one requires a larger initial investment?",compare_products
"What are the long-term running costs for each?",compare_products
"Which is better for specific conditions?",compare_products
"I want a detailed comparison.",compare_products
"Which is the safer option?",compare_products
"Can you compare the reputation of the two brands?",compare_products
"Which one is more compact?",compare_products
"Which one offers better customer support?",compare_products
"هل ممكن ألاقيه بسعر أحسن وقت التخفيضات؟",ask_product_price
"السعر ممكن ينزل قريب؟",ask_product_price
"دا سعر عرض ولا السعر العادي؟",ask_product_price
"ممكن ألاقيه أرخص في حتة تانية؟",ask_product_price
"دا أحسن سعر في السوق؟",ask_product_price
"مفيش أرخص من كده؟",ask_product_price
"هو دا أحسن سعر أقدر آخده؟",ask_product_price
"في حتة تانية بتبيعه بسعر أقل، تقدروا تظبطولي؟",ask_product_price
"ممكن تعملوا سعر أحسن؟",ask_product_price
"لو اشتريت أكتر، في خصم؟",ask_pricing_policy
"فيه أي مصاريف مستخبية؟",ask_pricing_policy
"السعر دا شامل الضرايب والشحن؟",ask_pricing_policy
"لو لقيته أرخص في مكان تاني، بتعملوا match؟",ask_pricing_policy
"عندكم سياسة أفضل سعر؟",ask_pricing_policy
"السعر دا ثابت في كل فروعكم؟",ask_pricing_policy
"ممكن تشرحولي نظام التسعير؟",ask_pricing_policy
"فيه سعر عرض ولا دا الطبيعي؟",ask_pricing_policy
"عندكم ضمان أحسن سعر؟",ask_pricing_policy
"سعركم محسوب إزاي؟",ask_pricing_policy
"فيه إمكانية تفاصلوا في السعر؟",ask_pricing_policy
"لو جبت كمية، في سعر مختلف؟",ask_pricing_policy
"بتتنافسوا على السعر؟",compare_prices
"ليه سعركم أعلى من التانيين؟",compare_prices
"سعركم مقارنة بالسوق عامل إزاي؟",compare_prices
"أنا شوفته أرخص على موقع تاني.",compare_prices
"هل بتعملوا مقارنة أسعار؟",compare_prices
"أنا بقارن الأسعار بين كذا مكان.",compare_prices
"هو أغلى من [اسم المنافس]؟",compare_prices
"ليه فرق السعر كبير عن المحلات التانية؟",compare_prices
"السعر يعتبر منافس؟",compare_prices
"أنا بدور على أفضل قيمة مش أرخص سعر وخلاص.",compare_prices
"إزاي سعركم مقارنة بالمنافسة؟",compare_prices
"سعركم فيه عدل بالنسبة للجودة؟",compare_prices
"هل ممكن نلاقيه بسعر أحسن بره؟",compare_prices
"بتقدروا تبرروا السعر ده؟",compare_prices
"هو السعر ده مناسب للمنافسة؟",compare_prices
"ليه فيه تفاوت كبير في السعر؟",compare_prices
"هل الأسعار بتثبت ولا بتتغير؟",compare_prices
"مين أرخص لو حسبنا نفس الكمية؟",compare_prices
"لو فيه منافس سعره أقل، ممكن تطابقوه؟",compare_prices
"أنا لاقيته بسعر أقل في مكان تاني.",compare_prices
"ليه سعره مختلف عن الفروع؟",compare_prices
"الناس بتقول إنه أرخص في مكان تاني.",compare_prices
"أنا عايز أفضل صفقة ممكنة.",compare_prices
"سعركم يعتبر منافس؟",compare_prices
"بتحسبوا السعر إزاي مقارنة بالتانين؟",compare_prices
"هل فيه فرق كبير بين سعركم وسعر السوق؟",compare_prices
"ليه السعر عندكم أغلى من محلات تانية؟",compare_prices
"أنا شوفت نفس المنتج بسعر أرخص على موقع تاني.",compare_prices
"هل بتقدموا مقارنة أسعار؟",compare_prices
"بتراعوا المنافسة في تسعيركم؟",compare_prices
"إزاي أسعاركم مقارنة بالمواقع التانية؟",compare_prices
"هل سعركم يعكس جودة أعلى؟",compare_prices
"ليه بتبيعوه بسعر أعلى؟",compare_prices
"سعركم إيه جنب المنافسين؟",compare_prices
"المنتج أرخص بره، ليه؟",compare_prices
"لو لقيته بره أرخص، ممكن نعمل حاجة؟",compare_prices
"هل تقدروا تظبطوا السعر لو لقيته أقل؟",compare_prices
"السعر ده مبالغ فيه؟",compare_prices
"فيه حتة بتبيعه أرخص؟",compare_prices
"ممكن تفاوض على السعر؟",compare_prices
"مين أغلى؟",compare_prices
"ليه الأسعار بتتغير كل شوية؟",compare_prices
"أنا بعمل مقارنة أسعار حاليًا.",compare_prices
"مفيش حاجة أرخص من كده؟",suggest_cheaper_alternative
"عايز حاجة على قد الإيد.",suggest_cheaper_alternative
"إيه البديل الاقتصادي للمنتج ده؟",suggest_cheaper_alternative
"ممكن ترشحلي حاجة سعرها حنين؟",suggest_cheaper_alternative
"أنا بدور على أرخص سعر.",suggest_cheaper_alternative
"عايز نفس الجودة بس بسعر أقل.",suggest_cheaper_alternative
"لو ميزانيتي محدودة، أجيب إيه؟",suggest_cheaper_alternative
"إيه أرخص نوع كويس؟",suggest_cheaper_alternative
"مفيش بديل محلي يكون أرخص؟",suggest_cheaper_alternative
"عايز أوفر، فيه منتجات توفير؟",suggest_cheaper_alternative
"هل فيه حاجة أرخص بنفس الطعم؟",suggest_cheaper_alternative
"السعر ده غالي، فيه حاجة تانية؟",suggest_cheaper_alternative
"إيه الخيار الأرخص؟",suggest_cheaper_alternative
"عايز حاجة سعرها على قد الميزانية.",suggest_cheaper_alternative
"هل فيه منتج مشابه بسعر أقل؟",suggest_cheaper_alternative
"دلني على حاجة رخيصة وكويسة.",suggest_cheaper_alternative
"فيه حاجة في المتناول؟",suggest_cheaper_alternative
"أرخص بديل إيه؟",suggest_cheaper_alternative
"السعر ده فوق ميزانيتي، فيه حاجة أرخص؟",suggest_cheaper_alternative
"عايز حاجة سعرها معقول.",suggest_cheaper_alternative
"إيه الخيار الاقتصادي اللي عندكم؟",suggest_cheaper_alternative
"مفيش حاجة في فئة سعرية أقل؟",suggest_cheaper_alternative
"وريني أرخص حاجة في الكاتيجوري ده.",suggest_cheaper_alternative
"بدور على حل موفر.",suggest_cheaper_alternative
"عايز حاجة بنفس المواصفات بس سعرها أهدى.",suggest_cheaper_alternative
"إيه أرخص حاجة ممكن تفي بالغرض؟",suggest_cheaper_alternative
"ميزانيتي [مبلغ]، إيه المتاح؟",suggest_cheaper_alternative
"هل فيه عبوات توفير؟",suggest_cheaper_alternative
"أنا بدور على قيمة مقابل سعر.",suggest_cheaper_alternative
"هل هناك خيار أقل تكلفة؟",suggest_cheaper_alternative
"أريد شيئًا أرخص.",suggest_cheaper_alternative
"ما هو المنتج الأقل سعرًا في هذه الفئة؟",suggest_cheaper_alternative
"هل يمكنك أن توصي ببديل صديق للميزانية؟",suggest_cheaper_alternative
"أنا أبحث عن صفقة.",suggest_cheaper_alternative
"هل هناك أي شيء في نطاق سعري أقل؟",suggest_cheaper_alternative
"ما هو الخيار الأكثر اقتصادا؟",suggest_cheaper_alternative
"أريد أن أنفق أقل.",suggest_cheaper_alternative
"هل هناك نسخة أساسية أرخص؟",suggest_cheaper_alternative
"أرني أرخص الخيارات.",suggest_cheaper_alternative
"أحتاج إلى خيار فعال من حيث التكلفة.",suggest_cheaper_alternative
"هل هناك أي علامات تجارية عامة متاحة؟",suggest_cheaper_alternative
"هل يمكنك مساعدتي في العثور على شيء في حدود ميزانيتي؟",suggest_cheaper_alternative
"أنا أبحث عن أرخص سعر ممكن.",suggest_cheaper_alternative
"هل هناك نموذج أقدم أرخص؟",suggest_cheaper_alternative
"هل هناك أي شيء معروض للبيع يمكن أن يكون بديلاً؟",suggest_cheaper_alternative
"أنا أبحث عن الخيار الأكثر توفيرا.",suggest_cheaper_alternative
"هل هناك أي بدائل منخفضة التكلفة؟",suggest_cheaper_alternative
"ما هو أرخص منتج لديكم يؤدي نفس الوظيفة؟",suggest_cheaper_alternative
"أريد أن أرى المنتجات التي تقل عن [مبلغ].",suggest_cheaper_alternative
"عايز حاجة رخيصة.",suggest_cheaper_alternative
"إيه أرخص حاجة عندكم؟",suggest_cheaper_alternative
"مفيش حاجة سعرها أهدى؟",suggest_cheaper_alternative
"عايز بديل بسعر كويس.",suggest_cheaper_alternative
"ده غالي عليا، فيه حاجة تانية؟",suggest_cheaper_alternative
"ممكن حاجة اقتصادية؟",suggest_cheaper_alternative
"ميزانيتي على القد.",suggest_cheaper_alternative
"عايز حاجة تمشي الحال ورخيصة.",suggest_cheaper_alternative
"أنا عايز أوفر.",suggest_cheaper_alternative
"هل فيه حاجة سعرها في الحنين؟",suggest_cheaper_alternative
"أرخص حاجة تعمل نفس الشغلانة إيه؟",suggest_cheaper_alternative
"عايز حاجة سعرها ما يعديش [مبلغ].",suggest_cheaper_alternative
"ممكن ترشيح لأرخص حاجة؟",suggest_cheaper_alternative
"هل فيه ماركة شعبية؟",suggest_cheaper_alternative
"عايز حاجة رخيصة وخلاص.",suggest_cheaper_alternative
"إيه الخيارات اللي في المتناول؟",suggest_cheaper_alternative
"السعر ده مش مناسبني، فيه حاجة تانية؟",suggest_cheaper_alternative
"عايز حاجة على قد فلوسي.",suggest_cheaper_alternative
"وريني أرخص منتج.",suggest_cheaper_alternative
"أنا عايز أرخص حاجة.",suggest_cheaper_alternative
"Is there anything cheaper than this?",suggest_cheaper_alternative
"I need something more affordable.",suggest_cheaper_alternative
"What's the budget-friendly alternative to this?",suggest_cheaper_alternative
"Can you recommend something with a lower price?",suggest_cheaper_alternative
"I'm looking for the lowest price.",suggest_cheaper_alternative
"I want the same quality but for a lower price.",suggest_cheaper_alternative
"If my budget is limited, what should I get?",suggest_cheaper_alternative
"What's the cheapest good option?",suggest_cheaper_alternative
"Is there a cheaper local alternative?",suggest_cheaper_alternative
"I want to save money, are there any value products?",suggest_cheaper_alternative
"Is there something cheaper with the same taste?",suggest_cheaper_alternative
"This price is too high, is there something else?",suggest_cheaper_alternative
"What's the cheapest option?",suggest_cheaper_alternative
"I need something that fits my budget.",suggest_cheaper_alternative
"Is there a similar product for a lower price?",suggest_cheaper_alternative
"Show me something cheap and good.",suggest_cheaper_alternative
"Is there anything within my reach?",suggest_cheaper_alternative
"What's the cheapest alternative?",suggest_cheaper_alternative
"This price is over my budget, is there anything cheaper?",suggest_cheaper_alternative
"I want something reasonably priced.",suggest_cheaper_alternative
"What's the most economical option you have?",suggest_cheaper_alternative
"Is there anything in a lower price category?",suggest_cheaper_alternative
"Show me the cheapest item in this category.",suggest_cheaper_alternative
"I'm looking for a cost-effective solution.",suggest_cheaper_alternative
"I want something with the same specs but a lower price.",suggest_cheaper_alternative
"What's the cheapest thing that will get the job done?",suggest_cheaper_alternative
"My budget is [amount], what's available?",suggest_cheaper_alternative
"Are there any value packs?",suggest_cheaper_alternative
"I'm looking for value for money.",suggest_cheaper_alternative
"Is there a less expensive option?",suggest_cheaper_alternative
"I want something cheaper.",suggest_cheaper_alternative
"What's the lowest-priced product in this category?",suggest_cheaper_alternative
"Can you recommend a budget-friendly alternative?",suggest_cheaper_alternative
"I'm looking for a bargain.",suggest_cheaper_alternative
"Is there anything in a lower price range?",suggest_cheaper_alternative
"What is the most economical choice?",suggest_cheaper_alternative
"I want to spend less.",suggest_cheaper_alternative
"Is there a cheaper, basic version?",suggest_cheaper_alternative
"Show me the cheapest options.",suggest_cheaper_alternative
"I need a cost-effective option.",suggest_cheaper_alternative
"Are there any generic brands available?",suggest_cheaper_alternative
"Can you help me find something within my budget?",suggest_cheaper_alternative
"I'm looking for the absolute lowest price.",suggest_cheaper_alternative
"Is there an older model that's cheaper?",suggest_cheaper_alternative
"Is there anything on sale that could be an alternative?",suggest_cheaper_alternative
"I'm looking for the most saving option.",suggest_cheaper_alternative
"Are there any low-cost substitutes?",suggest_cheaper_alternative
"What's your cheapest product that does the same job?",suggest_cheaper_alternative
"I want to see products under [amount].",suggest_cheaper_alternative
"ممكن أغير معاد استلام الأوردر؟",ask_for_change_delivery_date
"عايز أأجل التوصيل ليوم تاني.",ask_for_change_delivery_date
"هل يمكن تعديل تاريخ الشحن؟",ask_for_change_delivery_date
"أنا مش هكون موجود في المعاد ده، ممكن نغيره؟",ask_for_change_delivery_date
"محتاج أغير يوم التسليم.",ask_for_change_delivery_date
"هل أقدر أستلم الأوردر بكرة بدل النهاردة؟",ask_for_change_delivery_date
"عايز أغير معاد التوصيل لو سمحت.",ask_for_change_delivery_date
"هل يمكن إعادة جدولة الشحنة؟",ask_for_change_delivery_date
"أنا مسافر، ممكن تأجلوا التوصيل للأسبوع الجاي؟",ask_for_change_delivery_date
"هل أقدر أقدم معاد التوصيل؟",ask_for_change_delivery_date
"ممكن أغير وقت التسليم في نفس اليوم؟",ask_for_change_delivery_date
"إزاي أطلب تغيير تاريخ التوصيل؟",ask_for_change_delivery_date
"عايز أكلمكم عشان أغير معاد وصول الشحنة.",ask_for_change_delivery_date
"هل فيه أي رسوم لتغيير معاد التوصيل؟",ask_for_change_delivery_date
"هل يمكن تغيير تاريخ التسليم بعد تأكيد الطلب؟",ask_for_change_delivery_date
"أنا عايز أغير يوم وصول طلبي.",ask_for_change_delivery_date
"هل متاح تغيير موعد الاستلام؟",ask_for_change_delivery_date
"أريد تأجيل طلبي.",ask_for_change_delivery_date
"هل يمكنني اختيار يوم آخر للتوصيل؟",ask_for_change_delivery_date
"هل يمكنني تغيير نافذة وقت التوصيل؟",ask_for_change_delivery_date
"أريد تحديد موعد جديد لاستلام شحنتي.",ask_for_change_delivery_date
"هل يمكنني الحصول على توصيل في عطلة نهاية الأسبوع بدلاً من ذلك؟",ask_for_change_delivery_date
"ما هي سياستكم بشأن إعادة جدولة عمليات التوصيل؟",ask_for_change_delivery_date
"هل فات الأوان لتغيير تاريخ التوصيل؟",ask_for_change_delivery_date
"أحتاج إلى تأخير شحنتي ببضعة أيام.",ask_for_change_delivery_date
"هل يمكنني تسريع عملية التوصيل إلى تاريخ سابق؟",ask_for_change_delivery_date
"هل هناك أي عقوبة لتغيير تاريخ التوصيل؟",ask_for_change_delivery_date
"أريد تغيير تاريخ التوصيل إلى [تاريخ].",ask_for_change_delivery_date
"هل يمكنني تغيير عنوان التوصيل وتاريخه في نفس الوقت؟",ask_for_change_delivery_date
"لقد حددت اليوم الخطأ، هل يمكنني تغييره؟",ask_for_change_delivery_date
"أحتاج إلى تحديث تفاصيل التوصيل الخاصة بي.",ask_for_change_delivery_date
"هل يمكنني طلب يوم معين من الأسبوع للتوصيل؟",ask_for_change_delivery_date
"أريد أن أطلب توصيلًا في وقت لاحق.",ask_for_change_delivery_date
"كيف يمكنني طلب تاريخ توصيل مختلف؟",ask_for_change_delivery_date
"هل يمكنني إيقاف شحنتي مؤقتًا؟",ask_for_change_delivery_date
"هل يمكنني اختيار وقت توصيل محدد؟",ask_for_change_delivery_date
"أريد تعديل جدول التوصيل الخاص بي.",ask_for_change_delivery_date
"هل يمكنني تغيير تاريخ التوصيل الخاص بي عبر الإنترنت؟",ask_for_change_delivery_date
"أنا بحاجة إلى تغيير موعد التوصيل المقرر.",ask_for_change_delivery_date
"هل يمكنني طلب توصيل في الصباح بدلاً من المساء؟",ask_for_change_delivery_date
"ما هي الخيارات المتاحة لإعادة الجدولة؟",ask_for_change_delivery_date
"أحتاج إلى تغيير موعد التوصيل بسبب حالة طارئة.",ask_for_change_delivery_date
"هل يمكنني دفع مبلغ إضافي لتغيير تاريخ التوصيل؟",ask_for_change_delivery_date
"هل يؤثر تغيير التاريخ على تكلفة الشحن؟",ask_for_change_delivery_date
"أريد تأكيد تاريخ التوصيل الجديد.",ask_for_change_delivery_date
"هل يمكنني تغيير تاريخ توصيل جزء فقط من طلبي؟",ask_for_change_delivery_date
"أنا لست مستعدًا للاستلام، هل يمكننا تأجيله؟",ask_for_change_delivery_date
"من الذي يجب أن أتصل به لتغيير موعد التوصيل؟",ask_for_change_delivery_date
"عايز أأجل الأوردر.",ask_for_change_delivery_date
"مش هكون موجود يوم التوصيل، ممكن نغيره؟",ask_for_change_delivery_date
"ينفع أغير معاد التسليم؟",ask_for_change_delivery_date
"هل أقدر أختار يوم تاني للاستلام؟",ask_for_change_delivery_date
"محتاج أغير تاريخ وصول الشحنة.",ask_for_change_delivery_date
"لو سمحت، عايز أأجل التسليم.",ask_for_change_delivery_date
"أنا مسافر، ممكن الأوردر يجي بعد ما أرجع؟",ask_for_change_delivery_date
"هل فيه إمكانية أغير يوم التوصيل؟",ask_for_change_delivery_date
"حصل عندي ظرف، ممكن نأجل؟",ask_for_change_delivery_date
"عايز أقدم معاد التوصيل يومين.",ask_for_change_delivery_date
"ممكن الطلب يجي بدري شوية؟",ask_for_change_delivery_date
"هل أقدر أغير المعاد لآخر النهار؟",ask_for_change_delivery_date
"أنا عايز أستلم يوم [اليوم].",ask_for_change_delivery_date
"إزاي أعمل إعادة جدولة؟",ask_for_change_delivery_date
"الميعاد ده مش مناسبني.",ask_for_change_delivery_date
"هل لسه ممكن أغير المعاد؟",ask_for_change_delivery_date
"عايز أغيره لآخر الأسبوع.",ask_for_change_delivery_date
"ممكن أخليه يوصل الأسبوع الجاي؟",ask_for_change_delivery_date
"هل ممكن أغيره؟",ask_for_change_delivery_date
"أنا مش فاضي في الوقت ده.",ask_for_change_delivery_date
"Can I change the delivery date of my order?",ask_for_change_delivery_date
"I want to postpone the delivery to another day.",ask_for_change_delivery_date
"Is it possible to modify the shipping date?",ask_for_change_delivery_date
"I won't be available at that time, can we change it?",ask_for_change_delivery_date
"I need to change the delivery day.",ask_for_change_delivery_date
"Can I receive the order tomorrow instead of today?",ask_for_change_delivery_date
"I'd like to change the delivery time, please.",ask_for_change_delivery_date
"Can the shipment be rescheduled?",ask_for_change_delivery_date
"I'm traveling, can you postpone the delivery until next week?",ask_for_change_delivery_date
"Can I move up the delivery time?",ask_for_change_delivery_date
"Can I change the delivery time on the same day?",ask_for_change_delivery_date
"How do I request a change in the delivery date?",ask_for_change_delivery_date
"I want to call you to change the shipment's arrival time.",ask_for_change_delivery_date
"Are there any fees for changing the delivery date?",ask_for_change_delivery_date
"Can the delivery date be changed after the order is confirmed?",ask_for_change_delivery_date
"I want to change the arrival day of my order.",ask_for_change_delivery_date
"Is it possible to change the receiving appointment?",ask_for_change_delivery_date
"I'd like to postpone my order.",ask_for_change_delivery_date
"Can I change the delivery time window?",ask_for_change_delivery_date
"I want to set a new date for my shipment.",ask_for_change_delivery_date
"What is your policy on rescheduling deliveries?",ask_for_change_delivery_date
"Is it too late to change the delivery date?",ask_for_change_delivery_date
"I need to delay my shipment by a few days.",ask_for_change_delivery_date
"Can I expedite the delivery to an earlier date?",ask_for_change_delivery_date
"Is there a penalty for changing the delivery date?",ask_for_change_delivery_date
"I'd like to change the delivery date to [date].",ask_for_change_delivery_date
"Can I change the delivery address and date at the same time?",ask_for_change_delivery_date
"I selected the wrong day, can I change it?",ask_for_change_delivery_date
"I need to update my delivery details.",ask_for_change_delivery_date
"I'd like to request a later delivery.",ask_for_change_delivery_date
"How can I request a different delivery date?",ask_for_change_delivery_date
